j αj a1 b1 c1 a2 b2 c2 a3 b3 c3
22 13.69383242214402 3.283098134816701 0.06841617803957927 0.4304195496937475 5.887062834756559 0.05152399439496422 0.4321995606997443 3.207122477750064 0.07371808389404321 0.4967284534354185
23 -2.216419772035322 2.056773486230531 0.0825699915945694 0.479224783903814 6.945590707033352 0.07408636456892297 0.4957750456547108 5.846222671659907 0.0836452454472081 0.4094720200825416
24 -6.00076435563604 2.03703352205463 0.07605517542793995 0.4501291515683585 1.45256356478288 0.07433692379389613 0.4233969076404344 8.95059302019488 0.05703615620837187 0.4679023659842935
25 8.16409108667899 6.400475835681034 0.03425589949139343 0.5544095818848655 6.086484474478635 0.07282844956128038 0.4272596897186396 5.36207646433345 0.05780634160661002 0.5503173198658324
26 -22.3897314906413 3.751807395744921 0.0852624107335768 0.4453450848668749 7.559337237177321 0.05840909867970421 0.4990223467101435 4.729884445483556 0.0929218712306724 0.5590503374710945
27 5.595799173773367 4.522456026868127 0.03620201946841309 0.5050210060676815 1.885091277540955 0.06521780385848891 0.4961601035955842 9.47421945496329 0.0556740133396159 0.4834045749740091
28 1.94645582566549 2.751346713386582 0.0948195528516815 0.4901204212506473 7.863592227266858 0.0951797983951825 0.5196620049802691 9.51608680035275 0.07785377315463609 0.5806015592262945
29 -1.105559822533069 5.725277193011525 0.03097303116261406 0.5511177785567803 7.988513342309234 0.0928323179868588 0.5146415116367569 1.101098863639624 0.0882939028519791 0.5265108634130272
30 -3.886381532577754 4.95871172966177 0.06823254438777603 0.5645951313008806 9.08135225317634 0.04472856905840844 0.4299117124064201 8.24973637849809 0.08854431361856 0.5416193648861009
31 -1.341930696378109 6.451869235304859 0.05482804889270922 0.5694170176403242 4.416924333519995 0.04212208612720639 0.5897125000677342 8.86521100790565 0.0866581794842557 0.5311744230227635
32 -10.16467121571373 6.705508349541454 0.0934749698077619 0.4420693171728495 2.858371131410651 0.03722557506068529 0.4216580500297413 6.670274811535954 0.0977332470946321 0.538756085129185
33 -1.107633246744663 7.390220519784453 0.07970661674181083 0.5081940602224835 3.815123656821275 0.04965529863397879 0.497023655525965 9.69945245311718 0.07039341131023045 0.4990744291774679
34 10.39451871866851 1.478170300165134 0.03602109509210016 0.5799113381048154 2.105782960173057 0.0861928382367878 0.4812528298377607 7.010226383015251 0.03535327789989237 0.4969989664577149
35 -0.139925361351959 4.045190240200832 0.03579955552582782 0.5678362348598895 9.32386837735074 0.0858648976559044 0.5698752996855582 9.81895903799508 0.04704020956533079 0.5708692337579542
36 3.656124569605117 4.944179742822627 0.0931916525333049 0.4834640277977335 9.3847979419491 0.0840810063497973 0.4090254720704045 3.673880603434117 0.07158934023489803 0.5598196803643543
37 8.06734679112684 2.988178201634472 0.07482186947515447 0.4950144569660614 1.910770315838324 0.03877152903045122 0.5786659568499292 4.285706479098184 0.05940487550770145 0.4844513368813702
38 0.3011566621835722 8.78996207364355 0.04833452393773747 0.459203937360375 9.93467757777873 0.0973964303071365 0.4280349684453508 4.931948094146255 0.0969410287755626 0.4560660353529726
39 -0.2469178958324283 6.242957525364009 0.0989568314234112 0.4205662570527381 4.73983230004983 0.0450110225161678 0.559400017887981 9.11978947943194 0.06189826031162779 0.493100819449519
40 -5.704905642148452 4.447521595114223 0.06770523205457797 0.5047965897298675 3.987888630073714 0.03595136615254331 0.5929011044925536 5.22121823715344 0.04029431905467698 0.514129411681418
41 0.1425795779687519 6.919606258393273 0.0821756368975312 0.5976799418614426 8.04099037018168 0.03129262110881438 0.4686530881925831 3.421695873368174 0.05166215779587051 0.4208560803818513
42 0.6843702894502789 8.27200587323167 0.0547013388431661 0.4453254786423237 7.433883810628654 0.04612202343826998 0.5269730370279639 8.3641619521824 0.07996879390804805 0.5036755718396144
43 -14.06571757369153 6.220712308892191 0.04765956545437692 0.4898959293071353 8.72249431241257 0.05059967705235588 0.4421274052875277 2.416276423317733 0.07373660930828208 0.5403850652535799
44 8.32346109443768 9.29716067662943 0.0656810603414827 0.4960066859011466 6.796263459296078 0.04037116107097755 0.4389885737869158 2.206183147865627 0.0804910989081056 0.5806221323132373
45 -5.252317079780442 3.424683176707511 0.0867529985575643 0.4322548560407479 6.859255296971943 0.0955962752949951 0.517620399931194 5.826144942819697 0.0910408442631135 0.4167014408128501
46 6.18641388898792 3.789578783769164 0.07617326304382499 0.5418490045761073 1.363177133649232 0.03197249245240319 0.5284999992906743 4.9879001955338 0.04126125322920861 0.4895167206754735
47 0.4821906326173532 1.195769022526768 0.04928749082970199 0.5286859472378347 8.76714063033632 0.0870852412295278 0.5989638152903285 2.489565114307663 0.05568685410478115 0.5787056957942209
48 5.707663438868804 4.058614230578957 0.04743875933294599 0.4981149890354436 1.015171237842736 0.085826684646538 0.5470349320774566 6.343764732282688 0.0878769436185823 0.5449452367497044
49 -0.1857958679022612 5.159763617905121 0.0850570422587659 0.5311491284465588 7.238990148015965 0.05867048711393652 0.5662410781222187 8.70600609334284 0.04088387548046445 0.5305143392409284
50 2.321594443893878 3.319181325761367 0.05391080867981007 0.5914435434600773 9.11776045377491 0.03583354001918901 0.4669413688494417 6.117669336479262 0.04553014156422459 0.4131324263527175
51 2.451069994722774 4.005247740100538 0.07620861067494449 0.5759225433332955 6.743529978394792 0.0967347280360008 0.4980631985926895 5.505849306951131 0.0971440363586883 0.45173467721102
52 -0.961350897030818 7.710615861039985 0.07131617125307138 0.4007362522722102 3.372061685311945 0.04579335436967417 0.4845503268496217 8.6021995929235 0.0634681851083368 0.4207242810824543
53 -10.67971490671366 4.728468083127391 0.06509200806253813 0.4959400801351127 9.81266481664175 0.0951346706530719 0.5047212015277842 3.180268423645401 0.06891913385037023 0.5758580789792047
54 1.375998039323297 2.740626958875014 0.06438323836566841 0.5077158168564866 1.813952930718781 0.0845523320869031 0.407247659218711 1.054506345314588 0.0998274789144316 0.5956344420441539
55 -4.330863793299111 3.209443235555092 0.05150806767094947 0.5932432195310449 4.682408324655706 0.03641376226612134 0.4491940043173043 9.57800470422746 0.089704223465467 0.4702887735348434
56 6.961655278126058 3.013659237176324 0.0802684211883349 0.5733460791404235 7.441047648005995 0.0924462539370359 0.5216671466381739 8.15403131934562 0.05611934350568269 0.4910483719005932
57 -5.30540083281513 2.088882156026381 0.07464091227469428 0.4740072756248339 4.228694369663863 0.03993178348974601 0.4402946238148492 4.912298433960689 0.06528359492264517 0.4923580906843156
58 3.395104400983763 7.9733680986292 0.0911843583955236 0.5314007871406556 6.375772536276909 0.0933026364108379 0.447244215655568 7.387561983870292 0.0977643384454912 0.479824590293356
59 1.330224789015745 5.105339790874075 0.06331718284342962 0.5503804706506275 9.5740821641842 0.07463500644132846 0.5814481952546582 5.810342341443878 0.03327635127803191 0.5550216356360829
60 -0.2920604955263079 6.773414983805557 0.07595819905259191 0.5210834626114553 4.229974804881476 0.03532177545633547 0.5725615130215063 8.88452823254966 0.0932985710685446 0.5046388124857028
61 -26.41840990525562 6.41701161854283 0.06246944646172664 0.4258923441426071 1.379491105318868 0.06306367927818108 0.4531443030507202 2.189456974183496 0.098078005933584 0.5174384564079299
62 6.630393088825135 6.476325542442256 0.07599435647188182 0.4345528705798566 6.969363897694016 0.06669302037176108 0.517427894398595 3.961825639220393 0.0929115322244988 0.4621043570336795
63 3.065748817227897 1.300093759156537 0.06741885075599173 0.4866345116967513 6.942052331590217 0.07107963920756023 0.4930672781311588 7.834870626014938 0.06446115603870624 0.5367219218216266
64 -1.743105697039855 3.145607697855832 0.0415292992761004 0.5859414343226601 5.945295724435049 0.07414379406386953 0.4548629476738681 1.062923665624632 0.07636214080338054 0.4330291254331895
65 -1.631255302904965 3.121291975208031 0.03133561741752311 0.524510056949801 8.03118879837252 0.0987376029412809 0.5128559599511593 7.572783963151993 0.0936192481138518 0.4523240987335903
66 -9.50982692642515 7.367027947839741 0.07398108515426552 0.4753257600466925 1.589160147317211 0.07398588942349949 0.4644105814910987 1.719981611302808 0.04986976063479617 0.5394709698394433
67 -4.496736421068983 8.56498650586069 0.0870950155799119 0.4807004710871501 8.85815411069566 0.0936690521145114 0.4120764594786555 2.422694718173737 0.05651923264880363 0.4832351547748815
68 -1.002977917543076 9.43121814362608 0.03689894383172801 0.4801850915018365 6.762463110315146 0.0977990134875495 0.5880377299069773 8.48288777357423 0.05983735955021298 0.4837560035001434
69 -9.23106545170694 8.47929696159459 0.05472141225455761 0.4949989702352598 4.776138672418544 0.03835162624659654 0.5785166211495689 4.459069855546714 0.06892772167363432 0.5908529311844791
70 14.99926304831282 4.708917711658332 0.0907364284065382 0.4550033334959929 5.373320800648651 0.03739924536269347 0.4468132406615605 1.831662246071428 0.05825558914206748 0.566434199642786
71 4.189181104505013 7.583635162152007 0.0936829708421792 0.4110679099121856 6.09002215219153 0.05895044789139901 0.5451253692040614 6.851478307492325 0.04763840334231468 0.5010633160850224
72 8.32837188138842 3.414315967033806 0.05054048464274665 0.5043307410524706 3.070996567281799 0.06968276328974509 0.5702669702356848 5.360783854112533 0.0388888383066967 0.5784155467566237
73 -21.84200888491582 1.625552430388586 0.04546236831654488 0.5426078576324179 4.091176923293506 0.03836885039652842 0.504879512949007 4.527748284314512 0.05975894102927981 0.4670598506496871
74 6.604738977945651 3.42187897931262 0.0894449950697187 0.4941485628974172 4.96749741331263 0.06031151123783582 0.4119028637456998 4.581927607849956 0.0871948963692279 0.4176805754532423
75 15.27988423246628 6.229538426957454 0.0821521091215863 0.4118748449252315 2.377028497509498 0.0963110933106458 0.4746736556808109 5.398545541594487 0.0822574656780643 0.5258947233190487
76 1.377130763885458 9.15176346333775 0.04818682488618507 0.574408949666749 2.366656226877287 0.05059199769749539 0.4731074949729489 4.34290365370739 0.07492904049493838 0.4038656375892337
77 -0.7756959351484244 8.1525112801581 0.0812975344211981 0.5112853751964107 4.530310672134927 0.06652912486134806 0.5946245231853162 1.568860626254933 0.04256882025605258 0.5491027801043556
78 -9.50432792804336 4.670517118870347 0.04398267799553492 0.4519472673718893 2.155276187476066 0.0489411436180854 0.5694756278652033 1.947130206816878 0.06321309041201674 0.4122312147733568
79 3.754137123031758 6.801389212739803 0.07003309342623426 0.5129214842481318 9.92433910143913 0.0931392820982872 0.4104016495146404 5.23036608102518 0.0919529182014262 0.4465294974738288
80 -4.499804654067136 4.406584351091798 0.0970211159011626 0.4772975938521527 2.270764431848441 0.0853562757122116 0.4669596920988839 4.42557413334857 0.0517800509473799 0.5645191809121128
81 -13.9999061688152 8.30408622139241 0.0903948738093222 0.5053209583744364 2.454354187669313 0.0857681690400504 0.576877467653029 7.167289037979035 0.0831206320171505 0.4221339680792799
82 -4.878405649764898 7.975675712689654 0.0809649515974139 0.5831990158889571 1.696376490191135 0.06783046119270637 0.5788560723486603 5.118512758012828 0.06554617006512321 0.5571586558825978
83 -8.70611662690158 3.078380132262833 0.06327626752293522 0.4017988981679418 2.138629261588504 0.05374733302715019 0.5432443229891937 7.596013793576791 0.0999924467044729 0.5115245622576321
84 3.578654662113496 4.294915349281119 0.0664706641817281 0.5566289165852036 3.387516420897519 0.06654228293431248 0.4304935498494862 8.43232828156106 0.06121769693920587 0.5527076848906498
85 0.0423259541153967 9.56936665353494 0.06825963823641594 0.5532353068476618 7.233942984150266 0.07736032999103362 0.4274316541541941 8.96022693099 0.03996347733060968 0.5091073130786462
86 -6.387446031119123 5.052123646744015 0.05306973453715137 0.4657297418468141 1.261670338009784 0.05392235260994765 0.4355571344074666 9.81884128475822 0.0434164193614162 0.546118275633825
87 3.029693711282459 1.767169254935782 0.0386273054889003 0.4174202422881018 9.99189882836594 0.0347107535224807 0.5316587974869709 4.794411329362948 0.04866392717198935 0.5202815575942617
88 -0.791031105864576 8.38082427065573 0.0552127907704862 0.5821800194923659 3.864226559651998 0.05464216708052787 0.5051543239785165 4.445064096761643 0.03386907179361738 0.4659081177469465
89 2.97083681738158 9.22706363472046 0.06912140386549836 0.5630023378185795 2.929880196570098 0.07966659968684009 0.4992263633935188 6.920427033384797 0.03123407491202272 0.4077156601519876
90 -7.110772604917624 3.106633667560681 0.04873990025387701 0.5697049535893381 8.30700777463754 0.05249501630989304 0.5669783762910612 1.13457393933062 0.07200760153994357 0.444672072474744
91 -7.162305080703513 5.387619660361665 0.04581500385875453 0.5197835066282974 8.22551991773337 0.0831226693907787 0.4274987667560087 6.828948529150043 0.05943349593138421 0.5115861497137036
92 1.720368406482304 6.780548897314363 0.0870012111933092 0.5984908484842784 6.587571277412653 0.05694105237128053 0.5226697825342788 5.99005641944593 0.07837921322316456 0.4668236040752577
93 0.1494884045649762 8.09818524171748 0.0976595255928496 0.4848535596042637 2.153483785757176 0.04734211110674212 0.4077222220507315 7.143110762448606 0.04682210332386052 0.509084643832387
94 -0.962821097034532 7.260437643310942 0.05083396575279076 0.54745303715986 8.38162990306018 0.05791050943688269 0.5794395625497382 2.722302743095399 0.083744615781603 0.5395428417251624
95 0.935122045036145 2.31788301454997 0.05976249487823031 0.5809204376238206 8.19172407354263 0.06806778195768599 0.5479374417815378 9.93990336225375 0.04266977230181523 0.5959901705863791
96 0.4328277236540677 4.113414259206836 0.07988404513340022 0.5262079910925557 7.436994191324823 0.07641699196144898 0.4316282085515486 9.59671807016201 0.07198966517052108 0.4563024970288369
97 0.853043516035702 3.229317247568396 0.04664288308967379 0.4916641780174803 9.19533615142581 0.0944216012526871 0.5792638413577232 6.980966479991427 0.07647312161060935 0.5407763967437385
98 -3.516191871248886 9.20769534239692 0.07214599607965883 0.4111312070946356 7.568725646832963 0.0806902033322297 0.4952042950743076 8.94919747461644 0.04263443777290076 0.5735261960865083
99 19.67243760549639 2.270663590855083 0.0971170179967765 0.4613017967987272 8.22480560472966 0.0536024772561282 0.4745303011865644 3.970009703387312 0.0982032349257953 0.5029128207513967
100 1.544060514744405 4.017102041449901 0.04437090645089548 0.5073655615301741 3.724036679477685 0.07622772645899346 0.4368882837991222 5.350822342112657 0.07659119397629786 0.4056243763991382
